#,Company_Name,Aktenzeichen,Date_Incorporation,CMP_Status,Amtsgericht,Street,Postcode,City,Industry,WZ2008,Startup_Website,LinkedIn_URL,Crunchbase_URL,Northdata_URL,Comment,Founding_Team_Size
4974,SYNERGY DRINKS GmbH,HRB 17862,2020-06-23,A,Regensburg,Äußere Wiener Straße 11,D-93055,Regensburg,Lebensmittel,11,https://www.getsynergy.de/,,,,,0
4975,TENGILENCE GmbH,HRB 774311,2020-06-23,A,Stuttgart,An der Friedenslinde 10,D-73730,Esslingen am Neckar,Industrie,62,https://www.tengilence.com/,,,,,0
4976,Termify GmbH,HRB 97572,2020-06-23,A,Hanau,Wartbaumstraße 46,D-61130,Nidderau,Software,62,https://termify.de/,,,,,0
4977,Ubica Robotics GmbH,HRB 35719 HB,2020-06-23,A,Bremen,Konsul-Smidt-Straße 20,D-28217,Bremen,Logistik,62,https://ubica.ai/,https://www.linkedin.com/company/ubica-robotics-gmbh/about/,,,,0
4978,Xencura GmbH,HRB 218384 B,2020-06-23,A,Charlottenburg (Berlin),Senefelder Straße 33,D-10437,Berlin,Medizin,72,https://www.xencura.de/,,,,,0
4979,Xpact Health Ventures UG (haftungsbeschränkt),HRB 218397 B,2020-06-23,A,Charlottenburg (Berlin),Hochbaumstraße 52a,D-14167,Berlin,Medizin,72,,,,,,0
4980,Bootcamp Bros. GmbH,HRB 102071,2020-06-22,A,Köln,Bertha-Sander-Straße 49,D-50829,Köln,Gaming,62,http://bootcamp-bros.com/,,,,,0
4981,Cherrykukess GmbH,HRB 90103,2020-06-22,IL,Düsseldorf,Merowingerplatz 1A,D-40225,Düsseldorf,Medizin,72,https://cherrykukess.com/,,,,,0
4982,Delta Heat GmbH,HRB 218301 B,2020-06-22,A,Charlottenburg (Berlin),"c/o Technische Universität Berlin, KT2, Marchstraße 18",D-10587,Berlin,Industrie,62,http://delta-heat.de/,,,,,0
4983,LIDD Digital Solutions GmbH,HRB 8605,2020-06-22,A,Recklinghausen,Heinrich-Hertz-Straße 11-13,D-45657,Recklinghausen,Werbung,62,https://www.lidd.io,,,,,0
4984,Mineiros GmbH,HRB 218370 B,2020-06-22,A,Charlottenburg (Berlin),"Köpenicker Straße 124, Haus E",D-10179,Berlin,Dienstleistung,62,https://www.mineiros.io/,https://www.linkedin.com/company/mineiros-io/,,,,0
4985,recast dynamics GmbH,HRB 30831,2020-06-22,A,Wuppertal,Stephanstraße 24,D-42119,Wuppertal,Software,62,https://recast-dynamics.com,,,,,0
4986,Rüdemann & Ernst GmbH,HRB 163177,2020-06-22,A,Hamburg,Sülldorfer Heideweg 11,D-22589,Hamburg,Lebensmittel,11,http://ruedemann-ernst.de/,,,,,0
4987,Sastrify GmbH,HRB 102066,2020-06-22,A,Köln,Kempener Straße 59,D-50733,Köln,Software,62,https://www.sastrix.io/,https://www.linkedin.com/company/sastrify/,,,,0
4988,Solaregy UG (haftungsbeschränkt),HRB 90120,2020-06-22,A,Düsseldorf,An der Kemm 23,D-40885,Ratingen,Energie,32,https://solaregy.de/,https://www.linkedin.com/company/solaregy/,,,,0
4989,twentytwo UG (haftungsbeschränkt),HRB 102080,2020-06-22,A,Köln,"c/o STARTPLATZ, Im Mediapark 5",D-50670,Köln,eCommerce,47,,,,,,0
4990,Contractomat GmbH,HRB 218323 B,2020-06-19,A,Charlottenburg (Berlin),Westhafenstraße 1,D-13353,Berlin,Rechtsberatung,62,https://contractomat.com/,https://www.linkedin.com/company/contractomat/,,,,0
4991,Eatsential GmbH,HRB 17858,2020-06-19,A,Regensburg,Jurastraße 9,D-93055,Regensburg,Lebensmittel,10,http://eatsential.de/,,,,,0
4992,equimus GmbH,HRB 12149,2020-06-19,A,Landshut,Landshuter Straße 21,D-84307,Eggenfelden,Sport,13,https://equimus.com/,https://www.linkedin.com/company/equimus-gmbh/,,,,0
4993,GUZTECH GmbH,HRB 218292 B,2020-06-19,A,Charlottenburg (Berlin),Kaiserin-Augusta-Allee 28,D-10553,Berlin,Bauwesen,62,http://www.guztech.de,,,,,0
4994,MWis UG (haftungsbeschränkt),HRB 8295,2020-06-19,A,Schweinfurt,St.-Laurentius-Straße 12,D-97688,Bad Kissingen,Software,62,,,,,,0
4995,orca brau GmbH,HRB 37743,2020-06-19,A,Nürnberg,Am Steinacher Kreuz 24,D-90427,Nürnberg,Lebensmittel,11,https://www.orcabrau.de/,,,,,0
4996,Space Tools UG (haftungsbeschränkt),HRB 218349 B,2020-06-19,LQ,Charlottenburg (Berlin),Rostocker Straße 20,D-10553,Berlin,Bauwesen,62,https://space-tools.de/,https://www.linkedin.com/company/space-tools/,,,,0
4997,SPH Sustainable Process Heat GmbH,HRB 102053,2020-06-19,A,Köln,Zur Kaule 1,D-51491,Overath,Energie,28,https://www.spheat.de/,https://www.linkedin.com/company/spheat/,,,,0
4998,swapface UG (haftungsbeschränkt),HRB 102058,2020-06-19,IL,Köln,Erftstraße 5,D-50672,Köln,eCommerce,14,https://swapface.de/,,,,,0
4999,Aporize UG (haftungsbeschränkt),HRB 163130,2020-06-18,IL,Hamburg,Christian-Förster-Straße 27,D-20253,Hamburg,Medizin,62,https://aporize.com/,https://www.linkedin.com/in/stefan-mersch/,,,,0
5000,broetchen.taxi GmbH,HRB 18945,2020-06-18,A,Coesfeld,Marienstraße 23-25,D-46397,Bocholt,Lebensmittel,62,https://broetchen.taxi/,,,,,0
5001,CNC ONE GmbH,HRB 257251,2020-06-18,A,München,Heßstraße 80,D-80798,München,Hardware,28,https://www.cncone.de/,,,,,0
5002,CNJ Digital UG (haftungsbeschränkt),HRB 257268,2020-06-18,A,München,Am Loisachbogen 7,D-82515,Wolfratshausen,Werbung,62,https://www.synergy4saas.com/,,,,,0
5003,DROBE UG (haftungsbeschränkt),HRB 31832,2020-06-18,A,Wiesbaden,Danziger Straße 64,D-65191,Wiesbaden,Software,62,https://www.drobe.app/,https://www.linkedin.com/company/drobe-app/about/,,,,0
5004,ebb & flow games UG (haftungsbeschränkt),HRB 218273 B,2020-06-18,A,Charlottenburg (Berlin),Bornimer Straße 10,D-10711,Berlin,Gaming,62,https://www.ebb-and-flow-games.com/,,,,,0
5005,Green Life Labs UG (haftungsbeschränkt),HRB 43862,2020-06-18,A,Bielefeld,Schulstraße 35,D-33647,Bielefeld,eCommerce,62,https://mygreenlifelabs.com/,,,,,0
5006,IoT Inspector GmbH,HRB 15021,2020-06-18,A,Bad Homburg,Tannenwaldallee 2,D-61348,Bad Homburg v. d. Höhe,Software,62,https://www.iot-inspector.com/,https://www.linkedin.com/company/iot-inspector/,,,,0
5007,Lieferfee GmbH,HRB 37737,2020-06-18,A,Nürnberg,Zufuhrstraße 12,D-90443,Nürnberg,Lebensmittel,82,https://www.lieferfee.online/,,,,,0
5008,Meine Lieblingscreme UG (haftungsbeschränkt),HRB 257255,2020-06-18,A,München,Flurstraße 3,D-85653,Aying,eCommerce,32,http://meinelieblingscreme.de/,,,,,0
5009,PaketConcierge GmbH,HRB 218275 B,2020-06-18,A,Charlottenburg (Berlin),Alte Leipziger Straße 8,D-10117,Berlin,Logistik,62,https://www.paketconcierge.de/,https://www.linkedin.com/company/paketconcierge/,,,,0
5010,the nix company GmbH,HRB 33024,2020-06-18,A,Duisburg,Essenberger Straße 61,D-47443,Moers,Gaming,62,https://nix.company,,,,,0
5011,Twisted Ramble Games UG (haftungsbeschränkt),HRB 218283 B,2020-06-18,A,Charlottenburg (Berlin),Charlotte-E.-Pauly-Straße 30,D-12587,Berlin,Gaming,62,https://www.twisted-ramble.com/,,,,,0
5012,Wonder Technologies GmbH,HRB 218289 B,2020-06-18,A,Charlottenburg (Berlin),Kommandantenstraße 77,D-10117,Berlin,Software,62,https://www.wonder.me/,https://www.linkedin.com/company/yotribe/,,,,0
5013,Advisoryhub GmbH,HRB 774217,2020-06-17,A,Stuttgart,Scheffelweg 11,D-70771,Leinfelden-Echterdingen,Dienstleistung,62,https://www.advisoryhub.de,,,,,0
5014,ALUV GmbH,HRB 163106,2020-06-17,A,Hamburg,Lattenkamp 27,D-22299,Hamburg,Personal,62,http://aluv.de/,https://www.linkedin.com/company/aluv/,,,,0
5015,Applied Microbiome Research UG (haftungsbeschränkt),HRB 218228 B,2020-06-17,A,Charlottenburg (Berlin),Wöhlertstraße 14,D-10115,Berlin,Lebensmittel,72,,,,,,0
5016,Boat Hero GmbH,HRB 25367,2020-06-17,IL,Bonn,Melbweg 3,D-53127,Bonn,Tourismus,62,,,,,,0
5017,Combet UG (haftungsbeschränkt),HRB 102007,2020-06-17,A,Köln,Auf dem Büchel 33a,D-51515,Kürten,Gaming,62,,,,,,0
5018,flate GmbH,HRB 12255,2020-06-17,IL,Siegen,Grindelhof 33,D-20146,Hamburg,Immobilien,62,https://flate-living.com/,,,,,0
5019,Ipso Healthcare GmbH,HRB 722015,2020-06-17,A,Freiburg,Münsterplatz 13,D-78462,Konstanz,Medizin,86,https://my7steps.org/,https://www.linkedin.com/company/ipso-healthcare/about/,,,,0
5020,luna Al Systems GmbH,HRB 774222,2020-06-17,A,Stuttgart,Humboldtstraße 14,D-74199,Untergruppenbach,Industrie,62,https://www.intelx.eu/,https://www.linkedin.com/company/intelx-ai/,,,,0
5021,PACKS International GmbH,HRB 163101,2020-06-17,A,Hamburg,Auf dem Brink 2,D-29456,Hitzacker,Tourismus,62,https://packs.travel/,https://www.linkedin.com/company/packs-backpackers/,,,,0
5022,POACHER Sports GmbH,HRB 102014,2020-06-17,A,Köln,In der Taufe 7,D-51427,Bergisch Gladbach,Sport,62,http://poacher-sports.com/,,,,,0
5023,RiskMiner GmbH,HRB 257199,2020-06-17,A,München,Adams-Lehmann-Straße 44,D-80797,München,Software,62,https://www.riskminer.io/,,,,,0
5024,SHQUARED GmbH,HRB 257202,2020-06-17,A,München,"Gotzinger Straße 8, c/o Impact Hub Munich GmbH",D-81371,München,Immobilien,62,https://www.shquared.de/,,,,,0
5025,shyft UG (haftungsbeschränkt),HRB 30823,2020-06-17,A,Wuppertal,Jägerhofstraße 120,D-42119,Wuppertal,Personal,62,https://shyftapp.de/,,,,,0
5026,Sunvigo GmbH,HRB 101998,2020-06-17,A,Köln,Industriestraße 161,D-50999,Köln,Energie,77,https://www.sunvigo.de/,https://www.linkedin.com/company/sunvigo/,,,,0
5027,Trade4Sports GmbH,HRB 102022,2020-06-17,A,Köln,Von-Werth-Straße 9-13,D-50670,Köln,Sport,62,https://trade4sports.com,,,,,0
5028,Twire GmbH,HRB 257215,2020-06-17,A,München,Siegfriedstraße 8,D-80803,München,Immobilien,62,https://keyleads.de/,https://www.linkedin.com/company/keyleads/,,,,0
5029,welovewc UG (haftungsbeschränkt),HRB 722020,2020-06-17,A,Freiburg,In der Spöck 10,D-77656,Offenburg,Immobilien,77,https://www.welovewc.de/,,,,,0
5030,behive solutions GmbH,HRB 101982,2020-06-16,A,Köln,Im Mediapark 14,D-50670,Köln,Medizin,62,https://www.behive.dental/,,,,,0
5031,CRAFTMAX Healthcare UG (haftungsbeschränkt),HRB 218198 B,2020-06-16,A,Charlottenburg (Berlin),Kurfürstendamm 193 e,D-10707,Berlin,Medizin,26,https://www.craftmax.com/helthcare/,,,,,0
5032,FitOaty UG (haftungsbeschränkt),HRB 740186,2020-06-16,A,Ulm,Anton-Huber-Straße 20,D-73430,Aalen,Lebensmittel,10,https://fitoaty.com/,https://www.linkedin.com/company/fitoaty/about/,,,,0
5033,FYA-Connect UG (haftungsbeschränkt),HRB 100543,2020-06-16,A,Darmstadt,Roßdörfer Straße 76B,D-64287,Darmstadt,Bauwesen,62,http://fya-connect.de/,,,,,0
5034,handly GmbH,HRB 218183 B,2020-06-16,A,Charlottenburg (Berlin),Lohmühlenstraße 65,D-12435,Berlin,Dienstleistung,62,https://handly.app/,https://www.linkedin.com/company/handly-platform/,,,,0
5035,Kurserio UG (haftungsbeschränkt),HRB 257169,2020-06-16,A,München,Sedanstraße 10,D-81667,München,Bildung,90,https://www.kurserio.de/,,,,,0
5036,mapAds GmbH,HRB 12252,2020-06-16,A,Siegen,Kölner Tor 10,D-57072,Siegen,Werbung,62,https://mapads.net/,https://www.linkedin.com/company/mapads/,,,,0
5037,mein-coronatest UG (haftungsbeschränkt),HRB 218216 B,2020-06-16,A,Charlottenburg (Berlin),Bogenstraße 20,D-12589,Berlin,Medizin,62,http://mein-coronatest.de/,,,,,0
5038,NutriFoods UG (haftungsbeschränkt),HRB 740184,2020-06-16,A,Ulm,Anton-Huber-Straße 20,D-73430,Aalen,Lebensmittel,10,,,,,,0
5039,OctoPass GmbH,HRB 101988,2020-06-16,A,Köln,Am Rinkenpfuhl 34,D-50676,Köln,Software,62,http://last-trace.com/,,,,,0
5040,Travel The World GmbH,HRB 218206 B,2020-06-16,A,Charlottenburg (Berlin),Kastanienallee 10,D-10435,Berlin,Tourismus,79,https://triplegend.com/,https://www.linkedin.com/company/triplegend/,,,,0
5041,Treatmind GmbH,HRB 218154 B,2020-06-16,A,Charlottenburg (Berlin),Burgemeisterstraße 23a,D-12103,Berlin,Medizin,62,https://www.myskills.app/,https://www.linkedin.com/company/myskills-app/,,,,0
5042,anny UG (haftungsbeschränkt),HRB 18640,2020-06-15,A,Bochum,Jülicher Straße 68,D-52070,Aachen,Software,62,https://booking-buddy.de/,https://www.linkedin.com/company/bookingbuddyde/,,,,0
5043,CROWDBUILDING Technology GmbH,HRB 218173 B,2020-06-15,A,Charlottenburg (Berlin),Kurfürstendamm 29,D-10719,Berlin,Immobilien,62,https://crowdbuilding.technology,,,,,0
5044,Flowmium GmbH,HRB 52657,2020-06-15,A,Offenbach am Main,Erich-Kästner-Straße 55,D-63322,Rödermark,Software,62,https://flowmium.com/,https://www.linkedin.com/company/flowmium/,,,,0
5045,ITEM International Technology for E-Mobility GmbH,HRB 18298,2020-06-15,A,Kassel,Heinrich-Hertz-Straße 52 A,D-34123,Kassel,Mobilität,29,https://item-technology.com,,,,,0
5046,membermate UG (haftungsbeschränkt),HRB 218055 B,2020-06-15,A,Charlottenburg (Berlin),"c/o Patrick Tschirpke, Danziger Straße 134",D-10407,Berlin,Sport,62,https://membermate.de/,,,,,0
5047,Modum Shoes GmbH,HRB 219989,2020-06-15,A,Hannover,Robert-Koch-Platz 4,D-30173,Hannover,eCommerce,62,https://modum-shoes.com/,https://www.linkedin.com/company/modum-shoes/,,,,0
5048,myuniboard UG (haftungsbeschränkt),HRB 20043 HL,2020-06-15,A,Lübeck,Buchenweg 75,D-23858,Reinfeld,Bildung,62,https://myuniboard.com/,https://www.linkedin.com/company/myuniboard/,,,,0
5049,Ninety One GmbH,HRB 90045,2020-06-15,A,Düsseldorf,Worringer Straße 64,D-40211,Düsseldorf,Medizin,62,https://91.life/,https://www.linkedin.com/company/91-life/,,,,0
5050,Repair me GmbH,HRB 774183,2020-06-15,A,Stuttgart,Kirchheimer Straße 27,D-70619,Stuttgart,Dienstleistung,95,https://phone-service.de/,https://www.linkedin.com/company/phone-service-center-germany/,,,,0
5051,Seal Deal AI Solution UG (haftungsbeschränkt),HRB 119397,2020-06-15,A,Frankfurt am Main,Wolfsgangstraße 24,D-60322,Frankfurt am Main,Finanzbereich,62,https://www.sealdeal.ai/,https://www.linkedin.com/company/seal-deal/,,,,0
5052,smarthealth24 GmbH,HRB 736734,2020-06-15,IL,Mannheim,Ludwig-Erhard-Straße 20,D-76275,Ettlingen,Personal,62,https://www.health-maps.de,,,,,0
5053,Swapster UG (haftungsbeschränkt),HRB 218124 B,2020-06-15,A,Charlottenburg (Berlin),Pappelallee 1,D-10437,Berlin,Personal,78,https://www.swapster.me,,,,,0
5054,CM1 GmbH,HRB 37717,2020-06-13,A,Nürnberg,Urlasstraße 40,D-91207,Lauf a.d. Pegnitz,Industrie,62,https://cm-one.de,,,,,0
5055,Craft Collective UG (haftungsbeschränkt),HRB 257160,2020-06-13,A,München,Emil-Geis-Straße 40,D-81379,München,Tourismus,62,https://craft-collective.de/,,,,,0
5056,MKAST UG (haftungsbeschränkt),HRB 15619,2020-06-13,IL,Aschaffenburg,Stadtseestraße 21B,D-63762,Großostheim,Blockchain / Crypto,62,https://mkast.io/,,,,,0
5057,voize GmbH,HRB 33938 P,2020-06-13,A,Potsdam,"c/o HPI Seed Fund GmbH, Rudolf-Breitscheid-Straße 185",D-14482,Potsdam,Medizin,62,https://voize.de/,https://www.linkedin.com/company/voize-de/,,,,0
5058,Brenner Spirits & Wine GmbH,HRB 218156 B,2020-06-12,A,Charlottenburg (Berlin),"c/o Brudler Beteiligungen GmbH, Christinenstraße 39",D-10119,Berlin,Lebensmittel,11,https://www.nude.wine/,https://www.linkedin.com/company/nudewine/,,,,0
5059,FORMATION GmbH Workplace Technologies,HRB 218133 B,2020-06-12,A,Charlottenburg (Berlin),Georg-Löwenstein-Straße 10,D-10317,Berlin,Immobilien,62,https://tryformation.com/,https://www.linkedin.com/company/formationteams/,,,,0
5060,Kickdown GmbH,HRB 163031,2020-06-12,A,Hamburg,ABC-Straße 4,D-20354,Hamburg,Mobilität,62,http://www.kickdown.com/,https://www.linkedin.com/company/kickdown/,,,,0
5061,Kräuter mal ANDERS Natürliche Tiergesundheit UG (haftungsbeschränkt),HRB 101944,2020-06-12,A,Köln,Breider Straße 84,D-51503,Rösrath,eCommerce,10,https://kraeuter-mal-anders.de,,,,,0
5062,PFX UG (haftungsbeschränkt),HRB 218159 B,2020-06-12,A,Charlottenburg (Berlin),"c/o Factory Works GmbH, Rheinsberger Straße 76/77",D-10115,Berlin,Software,62,https://www.promethionfx.io/,https://www.linkedin.com/company/promethion-fx/,,,,0
5063,ApiGear UG (haftungsbeschränkt),HRB 257144,2020-06-11,A,München,"Grafenberger Allee 337 b, c/o HSMV - Hansen Schotenroehr Müller Voets PartG mbB",D-40235,Düsseldorf,Software,62,https://apigear.io/,,,,,0
5064,Bluu GmbH,HRB 218096 B,2020-06-11,A,Charlottenburg (Berlin),"c/o EVIG GmbH, Schönhauser Allee 176, Haus 21",D-10119,Berlin,Lebensmittel,10,http://bluu.bio/,,,,,0
5065,ML4L UG (haftungsgbeschränkt),HRB 33927 P,2020-06-11,A,Potsdam,Griebnitzstraße 5,D-14482,Potsdam,Bildung,62,https://www.vidiom.io/,,,,,0
5066,Neo Commerce GmbH,HRB 257127,2020-06-11,A,München,Max-Bill-Straße 8,D-80807,München,eCommerce,62,https://neocom.ai/,https://www.linkedin.com/company/neocom-ai/,,,,0
5067,oneVcard GmbH,HRB 15617,2020-06-11,A,Aschaffenburg,Babenhäuser Straße 37,D-63762,Großostheim,Hardware,62,https://www.onevcard.de/,https://www.linkedin.com/company/onevcard,,,,0
5068,qtway GmbH,HRB 34809,2020-06-11,A,Augsburg,Unterer Talweg 35,D-86179,Augsburg,Mobilität,77,https://www.qtway.com/,https://www.linkedin.com/company/qtway/,,,,0
5069,Regional Hero GmbH,HRB 218080 B,2020-06-11,A,Charlottenburg (Berlin),Nordlichtstraße 75,D-13405,Berlin,eCommerce,62,https://www.regionalhero.com/,,,,,0
5070,applifact UG (haftungsbeschränkt),HRB 9617,2020-06-10,A,Ingolstadt,Stauferstraße 10 a,D-85051,Ingolstadt,Software,62,http://applifact.de/,,,,,0
5071,ConstellR GmbH,HRB 721985,2020-06-10,A,Freiburg,Ernst-Zermelo-Straße 4,D-79104,Freiburg im Breisgau,Landwirtschaft,26,http://www.constellr.space/,https://www.linkedin.com/company/constellr/,,,,0
5072,NatureConnect GmbH,HRB 21855 KI,2020-06-10,A,Kiel,Einsteinstraße 1,D-24118,Kiel,Umwelttechnologie,62,https://natureconnect.eco,,,,,0
5073,OneIoT UG (haftungsbeschränkt),HRB 32782,2020-06-10,A,Landau,Ostring 27,D-76829,Landau in der Pfalz,Industrie,62,https://www.oneiot.de/,https://www.linkedin.com/company/oneiot/,,,,0
5074,oohlemon GmbH,HRB 740162,2020-06-10,A,Ulm,Ziegelbergstraße 27,D-73527,Schwäbisch Gmünd,Werbung,62,https://oohlemon.com/,https://www.linkedin.com/company/oohlemon/,,,,0
5075,Pixelgame Studios GmbH,HRB 11827,2020-06-10,IL,Gütersloh,Paderborner Straße 21,D-33415,Verl,Gaming,62,https://pixelgame-studios.com/,,,,,0
5076,Xplainme GmbH,HRB 101939,2020-06-10,A,Köln,Christophstraße 15-17,D-50670,Köln,Bildung,62,http://xplainme.de/,,,,,0
5077,auto.ai GmbH,HRB 20025 HL,2020-06-09,A,Lübeck,Steinrader Hauptstraße 50,D-23556,Lübeck,Mobilität,62,,,,,,0
5078,BlickSolutions GmbH,HRB 32792,2020-06-09,A,Wiesbaden,Walramstraße 23,D-65510,Idstein,eCommerce,62,https://blicksolutions.de,https://www.linkedin.com/company/blicksolutions/,,,,0
5079,comdeo GmbH,HRB 52649,2020-06-09,A,Offenbach am Main,Trinkbrunnenstraße 24b,D-63322,Rödermark,Software,62,http://comdeo.de/,https://www.linkedin.com/company/comdeo-gmbh/,,,,0
5080,Dynamic Innovation GmbH,HRB 18291,2020-06-09,A,Kassel,Mönchehofer Straße 35,D-34314,Espenau,Medizin,86,https://dynamic-innovation.de/,,,,,0
5081,Get OPTIMO UG (haftungsbeschränkt),HRB 37537,2020-06-09,A,Leipzig,Löhrstraße 12,D-04105,Leipzig,Software,62,https://www.get-optimo.com/,,,,,0
5082,Kimoknow UG (haftungsbeschränkt),HRB 736716,2020-06-09,A,Mannheim,Moningerstraße 30,D-76135,Karlsruhe,Industrie,62,https://kimoknow.de/,https://www.linkedin.com/company/kimoknow/,,,,0
5083,Lelka GmbH,HRB 49643,2020-06-09,A,Mainz,Am See 22,D-67547,Worms,Lebensmittel,62,https://lelka.de/,,,,,0
5084,minnegarden GmbH,HRB 162971,2020-06-09,A,Hamburg,Eiffestraße 74,D-20537,Hamburg,Lebensmittel,10,http://plantbasedlab.de/,,,,,0
5085,Moorbuben GmbH,HRB 219957,2020-06-09,A,Hannover,Isernhagener Straße 1,D-30916,Isernhagen,Lebensmittel,11,http://moorbuben.de/,,,,,0
5086,Nextclassic GmbH,HRB 90017,2020-06-09,A,Düsseldorf,Königsallee 86,D-40212,Düsseldorf,Mobilität,62,http://nextclassic.de,,,,,0
5087,Share A Lot UG (haftungsbeschränkt),HRB 12855,2020-06-09,A,Steinfurt,Bergstraße 34,D-49525,Lengerich,Mobilität,62,https://sharealot.de,,,,,0
5088,CaptainCoupon GmbH,HRB 217941 B,2020-06-08,A,Charlottenburg (Berlin),Unter den Linden 10,D-10117,Berlin,Werbung,62,https://partnerprogramm.captaincoupon.de/,https://www.linkedin.com/company/captaincoupon/,,,,0
5089,eleQtron GmbH,HRB 12246,2020-06-08,A,Siegen,Martinshardt 19,D-57074,Siegen,Hardware,72,https://www.eleqtron.com,https://www.linkedin.com/company/eleqtron-gmbh/,,,,0
5090,Forenamics GmbH,HRB 106533,2020-06-08,A,Köln,Vitalisstraße 67,D-50827,Köln,Software,62,https://forenamics.com/,https://www.linkedin.com/company/forenamics/,,,,0
5091,hinterland camp GmbH,HRB 162951,2020-06-08,A,Hamburg,Susannenstraße 21a,D-20357,Hamburg,Tourismus,79,https://www.hinterland.camp/,https://www.linkedin.com/company/hinterlandcamp/about/,,,,0
5092,Hive Solutions GmbH,HRB 49642,2020-06-08,A,Mainz,Gimbsheimer Straße 7,D-67577,Alsheim,Software,62,http://hivebot.io/,,,,,0
5093,Law & Audrey Legal Tech UG (haftungsbeschränkt),HRB 774121,2020-06-08,A,Stuttgart,Alexanderstraße 9b,D-70184,Stuttgart,Rechtsberatung,62,,,,,,0
5094,Local Buddy UG (haftungsbeschränkt),HRB 162955,2020-06-08,A,Hamburg,An der Alster 30,D-20099,Hamburg,eCommerce,62,https://www.local-buddy.de/,,,,,0
5095,Lohnmühle GmbH,HRB 774127,2020-06-08,A,Stuttgart,Kesselstraße 19,D-70327,Stuttgart,Personal,62,https://lohnmuehle.de/,,,,,0
5096,magily UG (haftungsbeschränkt),HRB 17172,2020-06-08,A,Bad Oeynhausen,Leopoldstraße 2-8 P-Block A - Nr. 58,D-32051,Herford,eCommerce,18,https://magily.de/,,,,,0
5097,Rail-Flow GmbH,HRB 119347,2020-06-08,A,Frankfurt am Main,Koblenzer Straße 45,D-60327,Frankfurt am Main,Logistik,62,https://www.rail-flow.com/,https://www.linkedin.com/company/rail-force/,,,,0
5098,Shoutout GmbH,HRB 217986 B,2020-06-08,A,Charlottenburg (Berlin),Breite Straße 25,D-13597,Berlin,Medien,62,https://www.shoutout.de/,,,,,0
5099,In Shape 365 UG (haftungsbeschränkt),HRB 257043,2020-06-06,A,München,Trogerstraße 6,D-81675,München,Sport,62,,,,,,0
5100,Best Historization Technology GmbH,HRB 90003,2020-06-05,A,Düsseldorf,Ernst-Dietrich-Platz 1,D-40882,Ratingen,Software,62,,,,,,0
5101,deinpraeventionskurs.de GmbH,HRB 101881,2020-06-05,A,Köln,"Carlswerk, Schanzenstraße 6-20",D-51063,Köln,Bildung,85,https://deinpraeventionskurs.de,,,,,0
5102,Derma Solutions GmbH,HRB 257030,2020-06-05,A,München,Gollierstraße 70,D-80339,München,eCommerce,32,https://nameco-cosmetics.com/,,,,,0
5103,Deutsche Streaming Allianz GmbH,HRB 21839 KI,2020-06-05,A,Kiel,Am Seebarg 6,D-24326,Nehmten,Medien,62,https://www.krimirausch.de/,https://www.linkedin.com/company/krimirausch-deutsche-streaming-allianz/,,,,0
5104,Golddigger-Games UG (haftungsbeschränkt),HRB 9671,2020-06-05,IL,Iserlohn,Krummenerl 18,D-58540,Meinerzhagen,Gaming,62,https://golddigger-games.de/,,,,,0
