#,Company_Name,Aktenzeichen,Date_Incorporation,CMP_Status,Amtsgericht,Street,Postcode,City,Industry,WZ2008,Startup_Website,LinkedIn_URL,Crunchbase_URL,Northdata_URL,Comment,Founding_Team_Size
18084,VIPlash UG (haftungsbeschränkt),HRB 164153 B,2015-01-19,LQ,Charlottenburg (Berlin),"c/o Lothar Eckstein, Mulackstraße 11",D-10119,Berlin,Medien,63,,,,,,0
18085,MRI-Ultrasound GmbH,HRB 134905,2015-01-18,A,Hamburg,Große Elbstraße 117,D-22767,Hamburg,Medizin,26,https://mri-ultrasound.de/,,,,,0
18086,FederLeicht GmbH,HRB 16235,2015-01-17,A,Memmingen,Hauptstraße 1,D-87767,Niederrieden,Landwirtschaft,28,http://www.federleichtgmbh.de,,,,,0
18087,W&W Interaction Solutions GmbH,HRB 239080,2015-01-17,A,München,Wilhelm-Wagenfeld-Straße 18,D-80807,München,Finanzbereich,64,https://www.treefin.com,,,,,0
18088,DocBee GmbH,HRB 211983,2015-01-16,A,Hannover,Kokenhorststraße 13,D-30938,Burgwedel,Werbung,63,https://www.docbee.com,,,,,0
18089,Omikron Systems GmbH,HRB 205070,2015-01-16,A,Braunschweig,Friedrich-Seele-Straße 20,D-38122,Braunschweig,Software,62,https://www.omikronsystems.de,,,,,0
18090,OneDay.Care GmbH,HRB 11771,2015-01-16,A,Paderborn,Thülecke 1,D-33129,Delbrück,eCommerce,21,https://shop.oneday.care,,,,,0
18091,SMOKERS BREAK GmbH,HRB 143161,2015-01-16,A,Hamburg,Dörpfeldstrasse 49 b,D-22609,Hamburg,Lebensmittel,11,http://www.smokers-break.de,,,,,0
18092,IPS Software und Consulting GmbH,HRB 31605,2015-01-15,A,Landau,Albert-Einstein-Straße 23,D-76829,Landau in der Pfalz,Industrie,62,https://www.ips-sc.de,,,,,0
18093,RFIDdirect GmbH,HRB 13210,2015-01-15,A,Kleve,Boschstraße 16,D-47533,Kleve,Industrie,26,https://www.rfiddirect.de,,,,,0
18094,straightlabs GmbH & Co. KG,HRA 103211,2015-01-15,A,München,Tölzer Straße 12,D-82031,Grünwald,Bildung,85,https://straightlabs.com,,,,,0
18095,Strucnamics Engineering GmbH,HRB 34026,2015-01-15,A,Dresden,Schönbrunnstraße 1,D-01097,Dresden,Bauwesen,62,https://strucnamics.de,,,,,0
18096,Topcheck UG (haftungsbeschränkt),HRB 164072 B,2015-01-15,IL,Charlottenburg (Berlin),Charlottenstraße 2,D-10969,Berlin,eCommerce,63,,,,,,0
18097,FINANCIAL CARE GmbH,HRB 134850,2015-01-14,IL,Hamburg,Mittelweg 162,D-20148,Hamburg,Versicherung,66,,,,,,0
18098,HRinstruments GmbH,HRB 216078,2015-01-14,A,München,Nußbaumstraße 10,D-80336,München,Personal,62,https://www.hr-instruments.com,https://www.linkedin.com/company/hrinstruments/,,,,0
18099,inmation Software GmbH,HRB 83276,2015-01-14,A,Köln,Hohenzollernring 72,D-50672,Köln,Industrie,62,https://www.inmation.com,,,,,0
18100,McMakler GmbH,HRB 164028 B,2015-01-14,A,Charlottenburg (Berlin),Am Postbahnhof 17,D-10243,Berlin,Immobilien,62,https://www.mcmakler.de/,https://www.linkedin.com/company/mcmakler-gmbh/,,,,0
18101,Seicha GmbH,HRB 134846,2015-01-14,A,Hamburg,Simrockstraße 10,D-22587,Hamburg,Lebensmittel,11,https://www.seicha.de/,,,,,0
18102,TAIBERG GmbH & co. kg,HRA 30981,2015-01-14,A,Köln,Bonnstraße 15-17,D-50226,Frechen,Lebensmittel,11,https://www.taiberg.com,,,,,0
18103,BlueMethano GmbH,HRB 164004 B,2015-01-13,A,Charlottenburg (Berlin),Chausseestraße 56,D-10115,Berlin,Dienstleistung,56,http://bluemethano.de,,,,,0
18104,Breitenbach Werbetechnik GmbH,HRB 751373,2015-01-13,A,Stuttgart,Heinrieter Straße 11,D-74074,Heilbronn,Werbung,18,https://breitenbach-werbetechnik.werbeland-partner.com,,,,,0
18105,Fincite GmbH,HRB 111506,2015-01-13,A,Frankfurt am Main,Franklinstraße 52,D-60486,Frankfurt am Main,Finanzbereich,62,https://www.fincite.de/,https://www.linkedin.com/company/fincite/,,,,0
18106,Syncwerk GmbH,HRB 12624,2015-01-13,A,Würzburg,Alte Abtswinder Straße 76 A,D-97353,Wiesentheid,Software,62,https://syncwerk.de,,,,,0
18107,Unidesq GmbH,HRB 83248,2015-01-13,IL,Köln,"Lichtstrasse 49, Loft 3",D-50825,Köln,Werbung,62,,,,,,0
18108,videmic GmbH,HRB 164010 B,2015-01-13,A,Charlottenburg (Berlin),Leipziger Platz 15,D-10117,Berlin,Medien,62,https://videmic.de,,,,,0
18109,ANT-Solutions GmbH,HRB 751351,2015-01-12,A,Stuttgart,Droste-Hülshoff-Straße 8,D-78187,Geisingen,Hardware,27,https://www.ant-solutions.net,,,,,0
18110,iEstate GmbH,HRB 163949 B,2015-01-12,LQ,Charlottenburg (Berlin),Uhlandstraße 175,D-10719,Berlin,Immobilien,62,https://iestate.de/,,,,,0
18111,Vidatics GmbH,HRB 712445,2015-01-12,IL,Freiburg,Zähringerplatz 36,D-78464,Konstanz,Industrie,62,https://www.vidatics.de,,,,,0
18112,Billbee GmbH,HRB 8457,2015-01-09,A,Lemgo,Bremker Straße 92,D-32758,Detmold,eCommerce,62,https://www.billbee.io,,,,,0
18113,Emma & Noah GmbH,HRB 74027,2015-01-09,A,Düsseldorf,Kirchfeldstraße 118,D-40215,Düsseldorf,eCommerce,32,https://www.emmanoah.de/,https://www.linkedin.com/company/emma-noah/about/,,,,0
18114,Hotel MSSNGR GmbH,HRB 216018,2015-01-09,A,München,Tölzer Straße 17,D-83677,Reichersbeuern,Tourismus,62,https://www.hotel-mssngr.com,,,,,0
18115,inMotion PARK GmbH,HRB 6713,2015-01-09,A,Amberg,In der Oder 7,D-92449,Steinberg am See,Bauwesen,82,https://inmotionpark.com/,,,,,0
18116,Henara GmbH,HRB 27576 P,2015-01-08,A,Potsdam,Goetheplatz 2,D-14552,Michendorf,Medizin,62,https://henara.de,,,,,0
18117,How-Sit GmbH & Co. KG,HRA 5253,2015-01-08,A,Gelsenkirchen,Zur Grafenmühle 147,D-46244,Bottrop,eCommerce,47,https://www.jonhywee.com,,,,,0
18118,NATURE MOBILE GmbH,HRB 163886 B,2015-01-08,A,Charlottenburg (Berlin),Mühlenstraße 8 a,D-14167,Berlin,Bildung,62,https://www.naturemobile.org/,https://www.linkedin.com/company/nature-mobile-gmbh/about/,,,,0
18119,planfeuer GmbH,HRB 28114,2015-01-08,A,Wiesbaden,Philippsbergstraße 24,D-65195,Wiesbaden,Werbung,62,https://www.planfeuer.de,https://www.linkedin.com/company/planfeuer-gmbh/about/,,,,0
18120,Severin Vertriebs- und Produktions-GmbH,HRB 11027,2015-01-08,A,Arnsberg,Am Stadtwald 6,D-58739,Wickede,eCommerce,31,https://www.quick-table.com,,,,,0
18121,SmartBatt Technology GmbH,HRB 721178,2015-01-08,A,Mannheim,Zur Friedrichshöhe 51,D-77855,Achern,Energie,26,https://www.smartbatt-speicher.de,,,,,0
18122,Tracebloc GmbH,HRB 10004,2015-01-08,A,Lemgo,Rosenheimer Straße 38,D-10781,Berlin,Industrie,62,https://www.tracebloc.io/,https://www.linkedin.com/company/tracebloc/about/,,,,0
18123,CONTAINU GmbH,HRB 8437,2015-01-07,A,Ingolstadt,Käthe-Paulus-Straße 2,D-85092,Kösching,Werbung,73,https://www.containu.de,,,,,0
18124,Multiart Net Business GmbH,HRB 83214,2015-01-07,IL,Köln,Pregelstraße 19,D-58256,Ennepetal,Medien,82,,,,,,0
18125,my better life GmbH,HRB 163849 B,2015-01-07,LQ,Charlottenburg (Berlin),Am Pfingstberg 27 a,D-13465,Berlin,Dienstleistung,63,,,,,,0
18126,topmodellfabrik GmbH,HRB 751310,2015-01-07,A,Stuttgart,Föhrenstraße 25,D-78532,Tuttlingen,Industrie,28,https://www.topmodellfabrik.de,,,,,0
18127,Urban Athletics UG (haftungsbeschränkt),HRB 18000,2015-01-07,LQ,Neuss,Moerser Straße 16-18,D-40667,Meerbusch,Sport,47,,,,,,0
18128,Wi.Tec Sensorik GmbH,HRB 27128,2015-01-07,A,Duisburg,Am Kaisershecken 6,D-46514,Schermbeck,Industrie,26,https://www.witec-sensorik.de/,,,,,0
18129,zapliance GmbH,HRB 134758,2015-01-07,A,Hamburg,Holzdamm 57,D-20099,Hamburg,Industrie,62,https://www.zapliance.com/,,,,,0
18130,Azure Security & Care GmbH,HRB 83186,2015-01-06,A,Köln,Max-Planck-Straße 10,D-50858,Köln,Industrie,26,https://azure-sc.de,,,,,0
18131,Estancia Verde GmbH,HRB 101778,2015-01-06,LQ,Köln,Oskar-Jäger-Straße 173/K4,D-50825,Köln,Lebensmittel,10,https://www.estancia-verde.de/,,,,,0
18132,SmartSVN GmbH,HRB 24022,2015-01-06,MA,Traunstein,Salzburger Straße 17,D-83404,Ainring,Software,62,https://www.smartsvn.com,,,,,0
18133,TAPODTS GmbH,HRB 33978,2015-01-06,IL,Dresden,Bertolt-Brecht-Allee 24,D-01309,Dresden,eCommerce,15,https://www.thatsmyway.shop,,,,,0
18134,GET.ON Institut für Online Gesundheitstrainings GmbH,HRB 152052,2015-01-05,A,Hamburg,Schrammsweg 11,D-20249,Hamburg,Medizin,62,https://geton-institut.de/,https://www.linkedin.com/company/get-on-institut-gmbh/,,,,0
18135,Shift E-Business GmbH,HRB 759392,2015-01-05,IL,Stuttgart,Weipertstraße 8-10,D-74076,Heilbronn,eCommerce,62,,,,,,0
18136,Agriprotein GmbH,HRB 209502,2015-01-02,A,Oldenburg,Am Stadtpark 1,D-49661,Cloppenburg,Lebensmittel,56,https://agriprotein.de,,,,,0
18137,Coffeebreak UG (haftungsbeschränkt),HRB 163775 B,2015-01-02,LQ,Charlottenburg (Berlin),Schönhauser Allee 126 A,D-10437,Berlin,Medien,62,,,,,,0
18138,KCN GmbH Kunststoff Coating Network,HRB 751276,2015-01-02,A,Stuttgart,Zeller Straße 20,D-73271,Holzmaden,Logistik,29,https://kcn.de,,,,,0
18139,syscape GmbH,HRB 24392,2015-01-02,A,Koblenz,Gilgenborn 44,D-56179,Vallendar,Lebensmittel,62,https://www.syscape.de,,,,,0
18140,Gaius Legal GmbH,HRB 185326 B,2014-12-31,A,Charlottenburg (Berlin),Torstraße 122,D-10119,Berlin,Rechtsberatung,69,https://gaius.legal,,,,,0
18141,Leabell GmbH,HRB 215924,2014-12-31,LQ,München,Heßstraße 89,D-80797,München,eCommerce,32,,,,,,0
18142,MAXX Factory GmbH,HRB 5378,2014-12-31,A,Hof,Nußhardtstraße 7-9,D-95032,Hof,eCommerce,32,https://www.maxx-factory.de,,,,,0
18143,Zunderschwamm Naturprodukte GmbH,HRB 5552,2014-12-31,A,Coburg,Vogtsplatz 1,D-96364,Marktrodach,Lebensmittel,47,https://www.amadou.de,,,,,0
18144,BEE appliance GmbH,HRB 8695,2014-12-30,A,Ingolstadt,Max-Prinstner-Straße 25b,D-92339,Beilngries,Mobilität,51,https://www.beeappliance.com/,,,,,0
18145,BLACKCOCO's GmbH,HRB 751248,2014-12-30,A,Stuttgart,Neckarsulmer Straße 59,D-74076,Heilbronn,eCommerce,46,https://blackcocos.com,,,,,0
18146,eppdata GmbH,HRB 134688,2014-12-30,A,Hamburg,Lokstedter Steindamm 18,D-22529,Hamburg,Medizin,62,https://www.eppdata.de/,,,,,0
18147,Estate Soft UG (haftungsbeschränkt),HRB 215896,2014-12-30,A,München,Isabellastraße 9,D-80798,München,Immobilien,62,https://estate-soft.de,,,,,0
18148,GreenAdz GmbH & Co. KG,HRA 118378,2014-12-30,A,Hamburg,Eimsbütteler Straße 93,D-22769,Hamburg,Werbung,62,https://www.greenadz.de/,,,,,0
18149,Immomio GmbH,HRB 134679,2014-12-30,A,Hamburg,Grimm 12,D-20457,Hamburg,Immobilien,62,https://www.mieter.immomio.com/,https://www.linkedin.com/company/immomio-gmbh/,,,,0
18150,NODOR GmbH & Co. KG,HRA 202674,2014-12-30,A,Walsrode,Lahauser Straße 35,D-28844,Weyhe,eCommerce,47,http://nodor.de,,,,,0
18151,Exciting Solutions UG (haftungsbeschränkt),HRB 29293,2014-12-29,A,Chemnitz,Goethestraße 13,D-09212,Limbach-Oberfrohna,Software,62,https://exciting-solutions.com,,,,,0
18152,GGT PLUS GmbH,HRB 134665,2014-12-29,A,Hamburg,Mittelweg 41c,D-20148,Hamburg,eCommerce,32,https://michaeljustus.com/,,,,,0
18153,ENERGETIC - full of energy GmbH,HRB 204205,2014-12-27,LQ,Aurich,Ahornstraße 33 a,D-26847,Detern,Energie,62,,,,,,0
18154,Mannschaft.co UG (haftungsbeschränkt),HRB 215868,2014-12-24,IL,München,Ahornweg 18,D-85221,Dachau,Hardware,26,,,,,,0
18155,NEXUSTEC GmbH,HRB 215842,2014-12-24,A,München,Feringastraße 11 a,D-85774,Unterföhring,Industrie,62,https://nexustec.eu/,https://www.linkedin.com/company/nexustec-gmbh/,,,,0
18156,BLINK AG,HRB 511946,2014-12-23,A,Jena,Brüsseler Straße 20,D-07747,Jena,Bildung,62,https://www.blink.it,,,,,0
18157,Bright Intuition UG (haftungsbeschränkt),HRB 215824,2014-12-23,LQ,München,Theodor-Lipps-Straße 11,D-80997,München,Immobilien,31,,,,,,0
18158,Innocave GmbH,HRB 27059,2014-12-23,LQ,Dortmund,Hauert 12a,D-44227,Dortmund,Dienstleistung,62,,,,,,0
18159,Tidyboy GmbH,HRB 163698 B,2014-12-23,A,Charlottenburg (Berlin),Potsdamer Straße 81 b,D-10785,Berlin,eCommerce,31,https://tidyboy.de,,,,,0
18160,bookingtime GmbH,HRB 134638,2014-12-22,A,Hamburg,Robert-Koch-Straße 26,D-20249,Hamburg,Software,62,https://www.onlinetermine.com/,,,,,0
18161,Green Building R&D GmbH,HRB 73945,2014-12-22,A,Düsseldorf,Oberkasseler Straße 6,D-40545,Düsseldorf,Immobilien,39,http://www.greenbuilding-rd.de,,,,,0
18162,OWT GmbH & Co. KG,HRA 21456,2014-12-22,A,Koblenz,In der Florinskaul 13,D-56218,Mülheim-Kärlich,Industrie,26,https://www.owt-orbital.com,,,,,0
18163,Yong Commoditrade GmbH,HRB 134644,2014-12-22,A,Hamburg,Hartungstraße 7 a c/o Daniel Yong,D-20146,Hamburg,Lebensmittel,10,https://www.dayo-coco.de/,,,,,0
18164,Almondia GmbH,HRB 187476 B,2014-12-20,IL,Charlottenburg (Berlin),Ritterstraße 3,D-10969,Berlin,Immobilien,64,https://almondia.com/,,,,,0
18165,Emwee GmbH,HRB 12607,2014-12-20,A,Würzburg,Pacotistraße 11,D-97076,Würzburg,Sport,47,http://www.emwee-bikes.de,,,,,0
18166,apollon GmbH+Co. KG,HRA 705979,2014-12-19,A,Mannheim,Maximilianstraße 104,D-75172,Pforzheim,Werbung,62,https://apollon.de,,,,,0
18167,catchys GmbH,HRB 215766,2014-12-19,IL,München,Widenmayerstraße 31,D-80538,München,eCommerce,62,https://www.catchys.de/,https://www.linkedin.com/company/catchys-gmbh/,,,,0
18168,Consero Sports UG (haftungsbeschränkt),HRB 751160,2014-12-19,A,Stuttgart,Roßschinder 4,D-74232,Abstatt,Sport,93,https://www.consero-sports.com,,,,,0
18169,easyBoard GmbH,HRB 17987,2014-12-19,A,Neuss,Nordkanalallee 6,D-41464,Neuss,Werbung,27,https://easyboard.eu,,,,,0
18170,Impulse Audio Lab GmbH,HRB 215744,2014-12-19,A,München,Poccistraße 11,D-80336,München,Medien,59,https://impulse-audio-lab.com,,,,,0
18171,MEDIVISIO Gesellschaft für Kommunikation & Medien im Gesundheitswesen mbH,HRB 83106,2014-12-19,A,Köln,Am Beethovenpark 28,D-50935,Köln,Medizin,86,https://medivisio.de,,,,,0
18172,resment UG (haftungsbeschränkt),HRB 83099,2014-12-19,A,Köln,Hohe Straße 69-71,D-50667,Köln,Personal,70,https://frag-paul.de,,,,,0
18173,Yubs GmbH,HRB 163574 B,2014-12-19,A,Charlottenburg (Berlin),"Bouchéstraße 12, Halle 20",D-12435,Berlin,Logistik,52,http://www.yubs.de,,,,,0
18174,Beschützerbox GmbH,HRB 163551 B,2014-12-18,A,Charlottenburg (Berlin),Großbeerenstraße 11,D-10963,Berlin,Hardware,61,https://beschuetzerbox.de,,,,,0
18175,Big-xyt AG,HRB 109469,2014-12-18,A,Frankfurt am Main,Kettenhofweg 55,D-60325,Frankfurt am Main,Finanzbereich,62,https://big-xyt.com/,https://www.linkedin.com/company/big---xyt-gmbh/,,,,0
18176,Class 5 Photonics GmbH,HRB 134612,2014-12-18,A,Hamburg,Notkestraße 85,D-22607,Hamburg,Hardware,26,https://www.class5photonics.com/,,,,,0
18177,mensbiznet AG,HRB 14480 HL,2014-12-18,A,Lübeck,Bültbek 30,D-22962,Siek,Software,62,http://www.mensbiznet.com/,,,,,0
18178,Psiori GmbH,HRB 209473,2014-12-18,LQ,Oldenburg,Ahrstraße 26,D-26382,Wilhelmshaven,Software,62,,,,,,0
18179,REVOBOTIK GmbH,HRB 33926,2014-12-18,IL,Dresden,Dresdner Straße 172 c,D-01705,Freital,Industrie,28,,,,,,0
18180,Röming GmbH,HRB 24368,2014-12-18,A,Montabaur,Paulsgarten 22,D-53567,Asbach,eCommerce,32,https://www.leuchthalsband.de,,,,,0
18181,SeNostic GmbH,HRB 205026,2014-12-18,LQ,Braunschweig,Wielandstraße 8,D-38124,Braunschweig,Medizin,21,,,,,,0
18182,Vision One Optics GmbH,HRB 721060,2014-12-18,A,Mannheim,Grombacher Straße 87,D-75045,Walzbachtal,eCommerce,47,http://www.visiononeoptics.de/,,,,,0
18183,APROMEDICA Holding GmbH,HRB 33924,2014-12-17,A,Dresden,Borsbergstraße 7,D-01309,Dresden,eCommerce,26,https://excluse.eu,,,,,0
18184,Arvato Payment Solutions GmbH,HRB 9923,2014-12-17,A,Gütersloh,Gütersloher Straße 123,D-33415,Verl,Finanzbereich,64,https://www.afterpay.de,,,,,0
18185,FE&MALE Handelsgesellschaft mbH,HRB 29247,2014-12-17,A,Augsburg,Kehlbachstraße 7,D-86500,Kutzenhausen,eCommerce,47,https://www.dr-dammer.de,,,,,0
18186,Ginmon GmbH,HRB 102248,2014-12-17,A,Frankfurt am Main,Mainzer Landstraße 33 a,D-60329,Frankfurt am Main,Finanzbereich,62,https://www.ginmon.de/,https://www.linkedin.com/company/ginmon-gmbh/,,,,0
18187,LinkDesk GmbH & Co. KG,HRA 103088,2014-12-17,A,München,Wolfratshauser Straße 150,D-82049,Pullach i.Isartal,Software,62,https://www.linkdesk.com,,,,,0
18188,MARKENmerch GmbH & Co. KG,HRA 7269,2014-12-17,A,Moenchengladbach,Hehner Straße 105,D-41069,Mönchengladbach,Werbung,47,http://markenmerch.de,,,,,0
18189,myFoodMap UG (haftungsbeschränkt),HRB 93796,2014-12-17,LQ,Darmstadt,Robert-Bosch-Straße 7,D-64293,Darmstadt,Lebensmittel,62,,,,,,0
18190,novumAsset AG & Co. KG,HRA 48254,2014-12-17,A,Frankfurt am Main,Lyoner Straße 34,D-60528,Frankfurt am Main,Finanzbereich,64,http://www.novumasset.de/,,,,,0
18191,RetroBrain R&D GmbH,HRB 134578,2014-12-17,A,Hamburg,Spaldingstraße 64-68,D-20097,Hamburg,Medizin,62,https://retrobrain.de/,https://www.linkedin.com/company/retrobrain-r&d-ug-haftungsbeschr%C3%A4nkt-/people/,,,,0
18192,Volz - Input UG (haftungsbeschränkt),HRB 134586,2014-12-17,A,Hamburg,Lübecker Straße 1,D-22087,Hamburg,Immobilien,62,https://volz-input.de/,,,,,0
18193,WESTFA Flaschengas GmbH,HRB 9850,2014-12-17,A,Hagen,Feldmühlenstraße 19,D-58099,Hagen,Hardware,6,https://www.westfa-flaschengas.de,,,,,0
18194,Cleafin GmbH,HRB 716122,2014-12-16,A,Freiburg,Schaffhauser Straße 22,D-79713,Bad Säckingen,eCommerce,47,https://cleafin.de,,,,,0
18195,fonial GmbH,HRB 83052,2014-12-16,A,Köln,Kaiser-Wilhelm-Ring 7 - 9,D-50672,Köln,Software,61,https://www.fonial.de,,,,,0
18196,SCHAPFL IT-Scannerkassen GmbH,HRB 12153,2014-12-16,A,Straubing,Ittlinger Straße 86,D-94315,Straubing,Hardware,46,https://www.schapfl.de,,,,,0
18197,Vimio GmbH,HRB 712323,2014-12-16,A,Freiburg,Hauptstraße 10 A,D-77704,Oberkirch,Lebensmittel,11,https://www.vimio-secco.com,,,,,0
18198,Cortado Mobile Solutions GmbH,HRB 163439 B,2014-12-15,A,Charlottenburg (Berlin),Alt-Moabit 91 a,D-10559,Berlin,Software,62,https://www.cortado.com,,,,,0
18199,creditshelf AG,HRB 112087,2014-12-15,A,Frankfurt am Main,Mainzer Landstraße 33a,D-60329,Frankfurt am Main,Finanzbereich,66,https://creditshelf.com/,https://www.linkedin.com/company/creditshelf-ag/,,,,0
18200,Sagax Technologies GmbH,HRB 722044,2014-12-15,A,Mannheim,Werner-von-Siemens-Straße 2-6,D-76646,Bruchsal,Versicherung,66,https://www.sagax.software/company,,,,,0
18201,SMD Innovations GmbH,HRB 93783,2014-12-15,A,Darmstadt,Wingertstraße 29,D-64331,Weiterstadt,Gaming,62,https://www.skatguru.de,,,,,0
18202,ThinPrint GmbH,HRB 163480 B,2014-12-15,A,Charlottenburg (Berlin),Alt-Moabit 91 a,D-10559,Berlin,Software,62,https://www.thinprint.com,,,,,0
18203,HUME Potentials GmbH,HRB 172411 B,2014-12-13,LQ,Charlottenburg (Berlin),Brunnenstraße 192,D-10119,Berlin,Software,62,,,,,,0
18204,mv-t GmbH,HRB 215627,2014-12-13,A,München,Am Ländbach 27,D-82481,Mittenwald,Hardware,28,https://www.macchiavalley.de,,,,,0
18205,Portabiles GmbH,HRB 14816,2014-12-13,A,Fürth,Henkestraße 91,D-91052,Erlangen,Medizin,26,https://portabiles.de,,,,,0
18206,Scalable GmbH,HRB 215618,2014-12-13,A,München,Seitzstraße 8e,D-80538,München,Finanzbereich,64,https://de.scalable.capital/,https://www.linkedin.com/company/scalable-capital/,,,,0
18207,Apisystems GmbH,HRB 31907,2014-12-12,IL,Augsburg,Riedinger Straße 26 e,D-86153,Augsburg,Landwirtschaft,27,,,,,,0
18208,appcentrics UG (haftungsbeschränkt),HRB 14811,2014-12-12,A,Fürth,Am Weichselgarten 9,D-91058,Erlangen,Werbung,73,https://www.appcentrics.de,,,,,0
18209,DENTAVID UG (haftungsbeschränkt),HRB 13164,2014-12-12,LQ,Kleve,Kermisdahlstraße 2,D-47533,Kleve,Medizin,63,,,,,,0
18210,eldurado GmbH,HRB 134494,2014-12-12,A,Hamburg,Simon-von-Utrecht-Straße 85 A,D-20359,Hamburg,eCommerce,62,https://eldurado.de/,,,,,0
18211,Index Intelligence GmbH,HRB 111965,2014-12-12,A,Frankfurt am Main,Großer Hirschgraben 15,D-60311,Frankfurt am Main,Finanzbereich,62,https://www.index-int.com/,https://www.linkedin.com/company/index-intelligence-gmbh/,,,,0
18212,Master Caps GmbH & Co. KG,HRA 16348,2014-12-12,A,Fritzlar,Gewerbering 1,D-34560,Fritzlar,Lebensmittel,22,https://mastercaps.coffee,,,,,0
18213,SECLOUS GmbH,HRB 16800,2014-12-12,A,Fürth,Benno-Strauß-Straße 5 c,D-90763,Fürth,Software,62,https://www.seclous.com,https://www.linkedin.com/company/seclous/,,,,0
18214,Teamplace GmbH,HRB 163428 B,2014-12-12,LQ,Charlottenburg (Berlin),Alt-Moabit 91 b,D-10559,Berlin,Software,62,,,,,,0
18215,VITES GmbH,HRB 215603,2014-12-12,A,München,Einsteinstraße 32,D-85521,Ottobrunn,Industrie,26,https://www.vites.de,,,,,0
18216,123gemietet GmbH,HRB 98551,2014-12-11,LQ,Darmstadt,Mierendorffstraße 2,D-64625,Bensheim,Immobilien,63,,,,,,0
18217,Activoris Medizintechnik GmbH,HRB 6752,2014-12-11,A,Marburg,Wohraer Straße 37,D-35285,Gemünden (Wohra),Medizin,21,http://www.activoris.de,,,,,0
18218,Anna Kait Jewelry GmbH,HRB 163356 B,2014-12-11,A,Charlottenburg (Berlin),Viktoria-Luise-Platz 3,D-10777,Berlin,eCommerce,14,https://www.annakait.com,,,,,0
18219,KuKuk Box GmbH,HRB 751020,2014-12-11,A,Stuttgart,Rosenwiesstraße 17,D-70567,Stuttgart,Sport,16,https://www.kukuk-box.com,,,,,0
18220,Skipper´s Best Friend UG (haftungsbeschränkt),HRB 134482,2014-12-11,A,Hamburg,Steinstraße 25,D-20095,Hamburg,Mobilität,62,https://www.skippersbestfriend.com/,,,,,0
18221,Sunride GmbH,HRB 163333 B,2014-12-11,IL,Charlottenburg (Berlin),Stockholmer Straße 4,D-13359,Berlin,Energie,35,http://www.sunride.net,,,,,0
18222,frontmark GmbH,HRB 13109,2014-12-10,A,Bad Homburg,Gustav-Stresemann-Ring 10,D-65189,Wiesbaden,Finanzbereich,62,https://www.frontmark.de,https://www.linkedin.com/company/frontmark/,,,,0
18223,goingfast GmbH,HRB 510791,2014-12-10,A,Jena,Altenburger Straße 47-49,D-07580,Ronneburg,eCommerce,29,https://www.goingfast.com,,,,,0
18224,Inkitt GmbH,HRB 163320 B,2014-12-10,A,Charlottenburg (Berlin),Saarbrücker Straße 36,D-10405,Berlin,Medien,62,https://www.inkitt.com/,https://www.linkedin.com/company/inkitt/,,,,0
18225,R&R Development UG (haftungsbeschränkt),HRB 215547,2014-12-10,IL,München,Zinnowitzer Straße 3 c/o Michael Rose,D-10115,Berlin,Software,62,,,,,,0
18226,Urban Jungle Distillery GmbH,HRB 134462,2014-12-10,IL,Hamburg,Paul-Roosen-Straße 27,D-22767,Hamburg,Lebensmittel,11,,,,,,0
18227,Valder Technologies UG (haftungsbeschränkt),HRB 163332 B,2014-12-10,LQ,Charlottenburg (Berlin),Feldstraße 12,D-52372,Kreuzau,Industrie,62,,,,,,0
18228,2K Technologies UG (haftungsbeschränkt),HRB 19376,2014-12-09,LQ,Aachen,Holzgraben 16,D-52525,Heinsberg,Industrie,20,,,,,,0
18229,Cubyke GmbH,HRB 102066,2014-12-09,IL,Saarbrücken,Mainzer Straße 183,D-66121,Saarbrücken,Mobilität,30,http://new.cubyke.de,,,,,0
18230,facilioo GmbH,HRB 163309 B,2014-12-09,A,Charlottenburg (Berlin),Kurfürstendamm 90,D-10709,Berlin,Immobilien,62,https://www.facilioo.de,,,,,0
18231,GERMAN STIL VAPOR KG,HRA 42071,2014-12-09,A,Offenbach am Main,Pfarrer-Schwahn-Straße 16,D-63179,Obertshausen,eCommerce,32,https://www.german-stil-vapor.de,,,,,0
18232,Gut Kerkow Bauernmarkt GmbH,HRB 11023 NP,2014-12-09,A,Neuruppin,Greiffenberger Straße 8,D-16278,Angermünde,Lebensmittel,10,https://www.gut-kerkow.de,,,,,0
18233,Hercules GmbH,HRB 15419,2014-12-09,A,Coesfeld,Hamern 30,D-48727,Billerbeck,Mobilität,29,https://www.hercules-bikes.de,,,,,0
18234,LeviCraft GmbH,HRB 163252 B,2014-12-09,A,Charlottenburg (Berlin),Sophie-Charlotten-Straße 57/58,D-14057,Berlin,Tourismus,93,https://levicraft.aero,,,,,0
18235,SINN Power GmbH,HRB 215484,2014-12-09,A,München,Germeringer Straße 9,D-82131,Gauting,Umwelttechnologie,27,https://www.sinnpower.com,https://www.linkedin.com/company/sinn-power/,,,,0
18236,trigotrafo GmbH,HRB 205170,2014-12-09,A,Walsrode,Wilhelm-Leuschner-Straße 30,D-28832,Achim,Industrie,27,https://www.trigotrafo.de,,,,,0
18237,ubirch GmbH,HRB 82994,2014-12-09,A,Köln,Im Mediapark 5,D-50670,Köln,Blockchain / Crypto,62,https://ubirch.de,https://www.linkedin.com/company/ubirch/,,,,0
