name1,name2,score
DiaMonTech AG,Xpect AG,86
Synera (ex-ELISE),QE Intelligence Software GmbH,45
CAALA,Gigaparsec DataLab GmbH,72
i2x,Soundix GmbH,68
helpcheck,holzcheck.de GmbH,70
MateCrate GmbH,Htwo Power 'n' Heat GmbH,86
klarx,Klaripath GmbH,72
Instaffo,Pinsta Foodlovers International GmbH,79
flyiin,The Flying Cow GmbH,75
Plasmion,Passionfroot GmbH,68
Datarade,Virtual Trade Systems GmbH,68
covexo,movediscover GmbH,62
Mobile Garantie,Mobile Swimming Solutions GmbH,86
CONNY,Just Connect GmbH,72
Statice,matchmyestate GmbH,71
navabi,,60
Pangea Technology,Native Technology Education GmbH,86
AMBOSS,Kadmos GmbH,62
Valise,CC Conceptualise GmbH,75
HQS Quantum Simulations,Quantum Enlightenment Technologies AG,86
Joblift,shared mobility services GmbH,64
Novihum Technologies,Quantum Enlightenment Technologies AG,86
Betterspace,REFLEX aerospace GmbH,58
miRdetect,Pretect GmbH,64
Pantherna Therapeutics,Paricam Therapeutics GmbH,72
LemonSwan,,60
AICURA medical,CaDo Medical Solutions GmbH,86
Phase,XPANSE Powertrain GmbH,72
PANDA,datapanda GmbH,90
Saperatec,Prosmartec GmbH,64
clevabit,Football Elevaitor GmbH,68
Hemovent,dmg movement GmbH,68
ENWAY,suena GmbH,64
SDA SE Open Industry Solutions,Paul Solutions GmbH,86
myLieferung,Milkier GmbH,52
INTRANAV,Hinterland GmbH,68
LemonOne,MOONZONE GmbH,68
Robin Data,Scopewire Data GmbH,86
3dvisionlabs GmbH,Q.24 GmbH,86
Yolife,POCT Technologies GmbH,60
DaVinci Kitchen,HAINCA Technologies GmbH,54
Modag,GREENFORCE FUTURE FOOD AG,72
Goodly Innovations,Proton Camera Innovations GmbH,86
Store-Anything,,60
Finanzguru,,90
Bambus.io,Cryptoticker.io GmbH,86
InfanDx,Invandus GmbH,64
inne,sinnesräuber GmbH,90
Nannio GmbH,,90
Familynet GmbH,Htwo Power 'n' Heat GmbH,86
LAMA,HeyLama GmbH,90
Gerry Weber International,That's it International GmbH,65
snabBus,,60
hypcloud,PypeCloud GmbH,79
Marmetube,Farmie Technologies GmbH,60
fulfin,Building Enerlytics GmbH,60
MoBerries,Storeberries GmbH,70
Tourlina,,72
BlueID GmbH,BCN Food Tech GmbH,86
Anyblock Analytics,LOCATA Analytics GmbH,68
BISON App,Portfolio App GmbH,86
SPACEGOATS,SparePartsNow GmbH,63
PatronGG,seatron GmbH,68
rfrnz,FRNZ GmbH,72
releva.nz,elevate Solutions GmbH,60
Wetterheld,dexter health GmbH,63
Vehiculum,Circulum Vitae GmbH,60
IDEE GmbH,BCN Food Tech GmbH,86
Synapticon,sinnaptic telemedical solutions GmbH,63
Multiphoton Optics GmbH,Bambustex GmbH,86
jobpal,Joala GmbH,62
Closelink,SESSIONS.link GmbH,60
EPMap-System,Smart City System Parking Solutions GmbH,86
AdjuCor,moduco GmbH,57
dezera,BEST - Basis effektiver Schmerztherapie GmbH,60
Keenon,,60
Defudger,Finanz-Werkzeuge GmbH,49
AWARE7,Aware Health GmbH,75
SYNAOS,,60
realxdata,Scopewire Data GmbH,60
Dilecy,syncredible GmbH,62
Synfioo GmbH,BCN Food Tech GmbH,86
Baze,SBAE GmbH,74
mietwise,Polymetis GmH,61
Aucobo,Autobahn Security GmbH,60
kamioni,bilateralstimulation.io BLS GmbH,64
AnalytiCon Discovery,,60
Wunder Mobility,shared mobility services GmbH,86
IMPARGO,improveMED GmbH,64
Cara Care,Care Communications GmbH,86
IPlytics,Ventilytics GmbH,80
DIGITUS,use2go Digital GmbH,64
HUG A PET,L.A.B. Cosmetics GmbH,86
Zana Technologies GmbH,HAINCA Technologies GmbH,91
Coffee Circle,Full Circle Moments GmbH,86
roomovo,Skillrooms GmbH,57
Legendary Play,Legendary Goods GmbH,74
Lendis,ImmBlend GmbH,68
abaXX Technology,Native Technology Education GmbH,86
TechMass,HealthyMass GmbH,68
Monedo,omono GmbH,68
WORQS Coworking,awork GmbH,53
Lindis Blood Care,DHC - Digitale Health Care GmbH,86
Quantumrock,Kipu Quantum GmbH,67
envelio,evalio GmbH,64
Acatus,Lakatu GmbH,62
Jibres,Campo Libre GmbH,62
GamY,grammar bricks GmbH,68
Noor Medical,CaDo Medical Solutions GmbH,86
RE'FLEKT,re:cap Technologies GmbH,86
UPCUE,Tupu Farming Solutions GmbH,64
Whammychat,MyArtist&Me GmbH,51
CodeControl,Willgood Technology GmbH,58
Jeffrey,SingleGrey GmbH,53
Circ,SenCircle GmbH,90
IDnow,Lesido GmbH,64
Pfleglisoft,docsuits legal solutions GmbH,58
Cannamedical Pharma,LUNA medical GmbH,61
Ecoligo,Native Technology Education GmbH,64
urban ENERGY GmbH,Q.24 GmbH,86
In Mind Cloud,Just in Time - Food GmbH,86
Keeet,bakeree GmbH,72
Proptiq,Protavius GmbH,64
Zasta,WasteAnt GmbH,72
Betterguards Technology GmbH,BCN Food Tech GmbH,86
Nero,tornero GmbH,90
cloudplan GmbH,Htwo Power 'n' Heat GmbH,86
SMP - Intelligent Scents (acquired by Symrise),SCENTS HEALTH GmbH,86
Enermeter,Neomateria Games GmbH,60
The Mobility House,shared mobility services GmbH,86
Algalife,SLS Sustainable Lifestyle Solutions GmbH,56
Honeycomb,onyo GmbH,67
Mane Biotech,Lumatix Biotech GmbH,86
Legal OS,P H I L I P A - legal tech GmbH,86
HomeFeelio,sell-from-home.de GmbH,54
Ventury Analytics,LOCATA Analytics GmbH,66
Industrial Analytics IA,Center Smart Industrial Agriculture GmbH,86
Comydo,Welcomy GmbH,68
SNAZZ,,60
4TEEN4 Pharmaceuticals,Endosane Pharmaceuticals GmbH,77
FRIDAY,FRIDAY GmbH,90
GameBuddy,Picture Buddy GmbH,60
CleanAI,Hanseatic Hygienics ViroClean GmbH,71
vetevo,Native Technology Education GmbH,60
Zenhomes,SafeHome GmbH,61
Plantix,Splanix GmbH,79
door2door,OUTDOOR FREAKZ GmbH,53
ThreeB IT,That's it International GmbH,86
Flowtify,Kultify GmbH,61
loots,foodroots GmbH,72
PaulCamper,Payla Services GmbH,54
HYVE,Layover Solutions GmbH,68
Myndset,myndwerk GmbH,64
Wiferion,XPANSE Powertrain GmbH,56
eCommeleon GmbH,Htwo Power 'n' Heat GmbH,86
Popcore,SleepDoctor Quantum GmbH,64
Blok-Z,BlockBrix GmbH,60
Signavio,,60
Sviper,vier.ai GmbH,62
Risk42 Software,OneStop Pro Software Solutions GmbH,86
Deposit Solutions,OneStop Pro Software Solutions GmbH,86
Fashion Cloud,Building Information Cloud GLWG GmbH,86
4stop,OneStop Pro Software Solutions GmbH,72
DriveLock,Driverslog Pro GmbH,70
Akknatek,Cyber Manatee GmbH,61
vAUDiENCE,Tevidence GmbH,64
UpsellGuru,neu sykell GmbH,54
Adjust,Princess Stardust GmbH,75
Cinuru Research,Neural Search Labs GmbH,61
enmacc,,60
Goggo Network,OnePurpose Network GmbH,86
Alugha,AlphaMatch GmbH,60
24metrics,Atlas Metrics GmbH,70
Atriva Therapeutics,Paricam Therapeutics GmbH,77
Ninox,Semnio GmbH,64
Spice Nerds,VRScience Lerntechnologie GmbH,58
DZ4,Zeedz GmbH,68
Prospitalia,OneStop Pro Software Solutions GmbH,50
European Dental Group,Yoove Mobility Group Holding GmbH,86
W3 development,The Yellow SiC Development GmbH,86
Impect GmbH,BCN Food Tech GmbH,86
Searchtalent,Risk Architects GmbH,60
Karl Karlo,Kakaloo GmbH,55
CryptoTax,Cryptoticker.io GmbH,70
Jetlite,Petite GmbH,66
Beovita Vital,E-VITA GmbH,50
Grips Intelligence,QE Intelligence Software GmbH,86
cellEQ,metacells GmbH,62
VIREED,improveMED GmbH,62
Justsnap,,60
Visensys,Green Eventsystems und Service GmbH,68
ai4medicine,A.I. Medical Systems AIMS GmbH,58
Buckle & Seam,Take a Seat GmbH,55
MATE,Neomateria Games GmbH,90
GrapeCheck,RAPOTECH GmbH,58
antiallergy,,60
Menutech,Visiolumen Technologie GmbH,79
iLocator,Local to go GmbH,68
Seatris.ai,Teamsports AI GmbH,86
Seven Lanes,,60
Seicha Matcha Drinks,Elicta GmbH,58
Netz Holding GmbH,Q.24 GmbH,86
Manaomea GmbH,Htwo Power 'n' Heat GmbH,86
Oxandel,Mondarella GmbH,64
WN Online-Service GmbH & Co. KG,BCN Food Tech GmbH,86
BEAD Technology,Native Technology Education GmbH,86
Clinch Logistics GmbH,Bambustex GmbH,86
100 words,World for Climate GmbH,50
Maphi,Trident Ars Machinarum GmbH,72
Gesundheit!,GreenDentin GmbH,54
yeew,loyee Labs GmbH,74
Network Insight,OnePurpose Network GmbH,86
StudyHelp,Next Step NM GmbH,53
MemoMeister,moonsisters GmbH,56
Naon,,86
Reacnostics,REACNOSTICS Modelling & Data Science GmbH,90
Salinnova GmbH,Htwo Power 'n' Heat GmbH,86
Super Izzy AI,CureCurve Medical AI GmbH,86
Free Machines,Perceptive Machines GmbH,86
Pumpkin Organics,Kay Organics GmbH,64
mObserve,Masterversity GmbH,68
LunchNow,NewLunch GmbH,66
RiseUp Fashion,Impossible Fusion GmbH,51
Vimcar,Triviar Education GmbH,68
Rebelle,WATERREBELS GmbH,66
The Rainforest Company,THE CAN GmbH,86
Gardor√©,Midgard Industries GmbH,68
Codasip,Good Sip GmbH,64
gasido,Megavoid Studios GmbH,60
BasicButler,Center Smart Industrial Agriculture GmbH,50
Utry.me,Preevent.me GmbH,86
Roamlike,Rosales Health & Beauty GmbH,57
Repareo,Treazure Ark GmbH,64
Bleenco,Clean Ocean Coatings GmbH,61
Tellonym,Scrollytelling GmbH,57
Citkar,DeFining Capital GmbH,60
Smart Host GmbH,Htwo Power 'n' Heat GmbH,86
ECOSOLAR e. K.,K&P Medical Devices GmbH,86
itravel,r3charge Travel GmbH,77
camgula,Farmular GmbH,64
LexaTexer,CloudEatery GmbH,60
Contentflow,Continental Payment GmbH,66
voya,Privory GmbH,68
LoanLink24 Mortgage,,60
Quarters,Atheneum Partners Holding GmbH,68
Brander Urstoff,,60
Merolt,IMERO GmbH,68
INERATEC,That's it International GmbH,68
Advocado,Mobias Mobility Advanced Solutions GmbH,56
Homelike,SafeHome GmbH,57
LOST iN,in.think GmbH,86
MOWEA GmbH,BCN Food Tech GmbH,86
AUTO1 Fintech,European Health Tech Solutions GmbH,57
Viantro,Printerlo GmbH,64
Vality,Vision4Quality GmbH,75
KitchenAdvisor,,60
Stocard,Lockcard GmbH,64
Giroxx,natregio GmbH,57
Earlybird Venture Capital,inVenture Capital iVC GmbH,64
MYLILY,lillywait GmbH,60
LightnTec,Moonlight Technology AG,80
interpanel GmbH,Htwo Power 'n' Heat GmbH,86
wysker,shared mobility services GmbH,60
SkenData,eleon data GmbH,68
Zentor,Zentur.io GmbH,75
Colorimetrix,Matrix Financial AG,52
Flits Music GmbH,Htwo Power 'n' Heat GmbH,86
Alpaca,AlpacaCamping GmbH,90
FBGS,FOGSTER Technologies GmbH,68
Trevor.io,Cryptoticker.io GmbH,86
Momunity,CoCo-Communication & Collaboration GmbH,68
Simplifa,simplean GmbH,68
cdt.digital,use2go Digital GmbH,86
TerraLoupe,BEST - Basis effektiver Schmerztherapie GmbH,57
R3DT,NG Guard Technology GmbH,68
Saffe,SafeHome GmbH,72
Productive Mobile,Mobile Swimming Solutions GmbH,86
advanceCOR,Mobias Mobility Advanced Solutions GmbH,63
Stadt.Land.Netz,,60
DiGiConsul,Digital Construction Industry GmbH,54
Arzneimittelwerk Warngau,ELEXIR AG,60
Neox,audit.neo GmbH,74
pflege.de,TraumImmo.de GmbH,86
GHOTEL GmbH,BCN Food Tech GmbH,86
APPVISORY,haeppie Solutions GmbH,60
Capmatcher,AlphaMatch GmbH,63
doks. innovation,PLAZA Digital Communication & Innovation GmbH,86
Infrasolid,Coinformation GmbH,54
Freework,foreverontheblockchain GmbH,56
Cloud&Heat Technologies,Quantum Enlightenment Technologies AG,86
Sonnen,Bergsonne Labs GmbH,75
PreOmics,GOENOMICS GmbH,68
Think-it,in.think GmbH,86
Innoactive,Innovative Robot Delivery GmbH,81
Wingu GmbH,BCN Food Tech GmbH,86
SmartEngine wtec,PLANIS E3 Empathy Engineering GmbH,56
HNF Heisenberg,NBRX AG,60
wevest Digital AG,AVAILY AG,86
fresh five* premiumfood,Daily Five GmbH,86
AW Niemeyer,PLANIS E3 Empathy Engineering GmbH,50
HeavenHR,HAVSTEIN GmbH,57
Spomoco,spoboo GmbH,66
Lana Labs,Bergsonne Labs GmbH,86
Renetti,Frenetic Sports GmbH,77
Energy Web Foundation,Intelligent Energy Transformation GmbH,86
Covomo,COHOOYO GmbH,60
DeepL,deepeye Medical GmbH,72
Fasciotens,REACNOSTICS Modelling & Data Science GmbH,54
Synavision,Claire's Vision GmbH,67
Inreal Technologies,Quantum Enlightenment Technologies AG,86
Zinsbaustein,Sustainable Manufacturing GmbH,57
MXC Foundation,foilution GmbH,61
Mapify,mealify GmbH,60
Exponenta,,60
Novus Work System,Smart City System Parking Solutions GmbH,86
ndgit,use2go Digital GmbH,72
MYCS,matchmyestate GmbH,68
Payworks,Plantyworks GmbH,68
Pazls,EcoPals GmbH,72
Lab-on-Fiber,Luc & Dan´s Food Lab GmbH,86
shareDnC,shared mobility services GmbH,74
Inecosys GmbH,Htwo Power 'n' Heat GmbH,86
Shopeur,Hopper Mobility GmbH,64
ObjectBox,Project Expat GmbH,61
Hofmann & Stirner,,60
Banking One,Iteration One GmbH,86
Vap,VAPA GmbH,90
STRONG Fitness Cosmetics,L.A.B. Cosmetics GmbH,59
AirGateway,Compressed Air Kraftwerk GmbH,54
Abracar,Parcan GmbH,57
blik,shared mobility services GmbH,68
Senvisys,FaradaIC Sensors GmbH,57
NAVENTIK GmbH,Htwo Power 'n' Heat GmbH,86
laut.ag,Revalu Impact AG,86
V-INDUSTRY,Digital Construction Industry GmbH,86
bettervest GmbH,Htwo Power 'n' Heat GmbH,86
Carbon Mobile,Mobile Swimming Solutions GmbH,86
r2p GmbH,BCN Food Tech GmbH,86
robodev GmbH,BCN Food Tech GmbH,86
Comatch,AlphaMatch GmbH,64
Jedox,CREDOXYS GmbH,72
Talon.One,Iteration One GmbH,86
Relax Commerce GmbH,Q.24 GmbH,86
TRINKKOST GmbH,Htwo Power 'n' Heat GmbH,86
team neusta,Center Smart Industrial Agriculture GmbH,58
Smicies,Digital Smiles GmbH,66
Smartsleep,SmartPetPro GmbH,63
Massive Insights,Massive Beams GmbH,65
Die Frischemanufaktur,,60
Tausendkind,LuSense Digital Solutions GmbH,50
finleap,Software Defined Automation GmbH,64
Factorymarket,Gastro-Marktplatz GmbH,56
Klazz,Gastro-Marktplatz GmbH,57
Breakthrough,repath GmbH,61
Oculyze,PROCURELY GmbH,64
Talentry,TALENT SAXONY GmbH,74
RetailQuant,MetaQuant Technologies GmbH,66
Asana Rebel,,60
CloudRail,PypeCloud GmbH,61
Trendtours Touristik,dTour GmbH,54
Hotelhero,HBOX Therapies GmbH,60
POWERJames GmbH,Htwo Power 'n' Heat GmbH,86
Qunomedical,LUNA medical GmbH,74
insoro GmbH,Inondro GmbH,87
Akanoo,Kakaloo GmbH,75
ABATONHealth,Patronus Health GmbH,62
lets,Letsfound GmbH,90
KiteBnB,CaleaKitchen GmbH,64
Prediction2020,Charlie Production GmbH,57
Trevira GmbH,BCN Food Tech GmbH,86
GWA Hygiene,PLANIS E3 Empathy Engineering GmbH,58
drag&bot,Griffig Robotics GmbH,56
ORDA,Njord GmbH,74
Habitalix,inVenture Capital iVC GmbH,60
Homebell,sell-from-home.de GmbH,64
MatchX,Simpmatch GmbH,78
StriveCast,Green Streams GmbH,61
ParkHere,Resphere GmbH,66
METR,Timetree GmbH,90
gridX,Offgrid Mindful Cabins GmbH,76
Zolitron Technology,Native Technology Education GmbH,86
Soley,RESOLVED GmbH,72
WeQ,we speak fluent cx GmbH,68
Lighthouse Blockchain Technology,Andre Technology GmbH,86
TourScanner,25 HOURS connect GmbH,66
Patronus.io,Cryptoticker.io GmbH,86
Praise,PraxisConcierge Software GmbH,75
Locafox,Locaboo GmbH,64
FAZUA,Sustainable Manufacturing GmbH,54
Twenty Billion Neurons,Twenty8 GmbH,60
7Fields,Sparkfield GmbH,66
EINHUNDERT Energy,Intelligent Energy Transformation GmbH,86
Tec4Med,sinnaptic telemedical solutions GmbH,64
simplesurance,SimpleNow,64
Babybe,baybies GmbH,75
Shotcaller Media,BottleAd Media GmbH,57
Factory Berlin,LGE Energy Berlin GmbH,86
Solvemate,MoveMaster GmbH,70
Master PIM,MoveMaster GmbH,72
oscoin,VaRi Bioscience GmbH,75
RIPS Technologies,Quantum Enlightenment Technologies AG,86
IPDx,Rapid Cubes GmbH,57
Legalbird,lifeguardmedia GmbH,60
Blinkist,Luminissimo Design GmbH,56
swarmOS,1drone swarm technologies GmbH,64
Geld-f√ºr-Flug,WhalesDontFly H&F GmbH,86
mobileJob,Mobile Swimming Solutions GmbH,67
Mitte,Betriebsmittelhelden GmbH,90
Omio,Legomo GmbH,74
Janus Genomics,,60
Pinnacle Hill,,60
ThinxNet,My Inner Health Club GmbH,64
Soundsuit,Soundix GmbH,57
Volterion,e.Volution GmbH,70
Spacenus,AIRSPACES GmbH,68
Autobahn,Autobahn Security GmbH,90
Luxshield GmbH,Htwo Power 'n' Heat GmbH,86
Medici Living Group,Yoove Mobility Group Holding GmbH,86
Pyramics,LAMBERTdynamics GmbH,68
jenID Solutions,OneStop Pro Software Solutions GmbH,86
DealCircle,The Golden Circle GmbH,72
alphin,Alephnet GmbH,75
STOMT,PokeCustoms GmbH,72
Mesaic,SECRET MAGIC GmbH,60
otego,ONTHEGO GmbH,72
iFunded,Founders1 GmbH,64
HotelFriend,Friendly Finance GmbH,55
EMPORIUM,Mutual Empowerment GmbH,68
The Joy,The Future Living INT GmbH,86
Tocario,Recrutario GmbH,71
WeAdvise,paywise GmbH,57
YOBO,Griffig Robotics GmbH,68
AISOMA,Charisma Life + Care GmbH,75
ALLVR,LAVYR GmbH,57
Implandata Ophthalmic Products,FK Productions GmbH,54
GETAWAY,igetnow GmbH,53
Bullet Global GmbH,Q.24 GmbH,86
25ways,Smile2Pay GmbH,51
nebenan.de,,90
Scoolio,OneStop Pro Software Solutions GmbH,64
denovoMATRIX,Matrix42 Holding GmbH,57
Trueken,True Petfood GmbH,64
MountLytics,PixoAnalytics GmbH,66
Penseo,XPANSE Powertrain GmbH,62
Artisense Corporation,CoCo-Communication & Collaboration GmbH,60
Civey,detective.solutions GmbH,72
Fresh Detect,Lifelight Entertainment GmbH,52
AUTHADA,Health Data Technologies GmbH,64
schnupperkurs.de,SKO Strahlenschutzkurse-Online GmbH,51
Nordantech,fino taxtech GmbH,63
Protembis,Protavius GmbH,60
3-5 Power Electronics,Reonic GmbH,50
Momox,IMMOFOX GmbH,72
Alyne,lynes GmbH,72
BOX ID Systems,Virtual Trade Systems GmbH,86
SPRT APP,THEO App GmbH,86
COMAN Software,OneStop Pro Software Solutions GmbH,86
fos4X,IMMOFOX GmbH,64
understand.ai,CureCurve Medical AI GmbH,86
Dandelin,,60
Blindfeed,Charisma Life + Care GmbH,53
Opinary,,60
StoryDOCKS GmbH,Htwo Power 'n' Heat GmbH,86
weview,shared mobility services GmbH,60
Qymatix Solutions GmbH,Bambustex GmbH,86
FairFleet,SKILLFIRE GmbH,53
Mindable Health,Health Data Technologies GmbH,86
Keyword Hero,World for Climate GmbH,54
Theva,HBOX Therapies GmbH,72
vr-on,Funds On Chain GmbH,86
BIMwelt Systems GmbH,Q.24 GmbH,86
Billyard,ParkPillar GmbH,61
Hrmony,ValutaChange Germany GmbH,60
Tillhub,Tilla Technologies GmbH,57
EatFirst,Human First GmbH,68
Wingfield,Black Forest Brewing GmbH,57
Voicehub,Alicante Vice GmbH,57
tado¬∞,betadots GmbH,90
Giuelith Fund,Lifelight Entertainment GmbH,49
Medlanes,,60
Spooning Cookie Dough,,60
Swyx,swey GmbH,68
Xara,GoKarla GmbH,68
Herdius,Visioverdis 2.0 GmbH,66
TrophoSYS,AeroSys AG,53
Heysite,Virtual Trade Systems GmbH,64
Allmyhomes,allcompare GmbH,54
Veact,sereact GmbH,72
Bitbond,Ambitional Training Labs GmbH,64
AUTO1 Group,Yoove Mobility Group Holding GmbH,86
ICAROS,Jobcars GmbH,62
mi2-factory,FactoryPuls GmbH,64
ODE.systems,Virtual Trade Systems GmbH,86
Invincible Brands,German Organic Brands GmbH,86
CodersFirst,Flowers For Society GmbH,58
q-hub GmbH,BCN Food Tech GmbH,86
awamo,shiawa GmbH,64
HMNC Brain Health,Health Data Technologies GmbH,86
Libify,mealify GmbH,68
Feather,SafeGate GmbH,66
Wellnow,The Yellow SiC Development GmbH,66
FENECON,EnerCont GmbH,77
Talentwunder,TALENT SAXONY GmbH,57
Farmako,Fairmaster GmbH,64
GoodBulk,Willgood Technology GmbH,57
helloguide,Walletguide GmbH,63
Cherrydeck,prozesscheck.ONLINE GmbH,57
Silicon Line,SESSIONS.link GmbH,60
Verimi,Forevermind GmbH,75
GreenPocket,greenlocker GmbH,67
Huuuge Games,Neomateria Games GmbH,86
Fanomena,,72
APPsolute Mobility,shared mobility services GmbH,86
Honeypot,HOKEY POKEY GmbH,68
RECUP,Recrutario GmbH,72
uberall,Beywall GmbH,64
savedroid,Megavoid Studios GmbH,50
Lesara,hodlwear GmbH,62
Gaam Records,recross GmbH,64
Nightcorn,insightsON GmbH,70
Quorum Control,QUDORA Technologies GmbH,58
Rencore,The Core Label GmbH,64
Novaliq,Proton Camera Innovations GmbH,64
Rhebo,foreverontheblockchain GmbH,72
daisygrip,DASKrebsportal.de GmbH,50
Etherisc,Asterisc GmbH,68
Pinestack,Pinsta Foodlovers International GmbH,68
Cagliostro,Calaios GmbH,55
Silexica,ELEXIR AG,59
INTERCUS,Soapbox Interactive GmbH,68
OpenCampus,Hypercampus GmbH,72
JobUFO,CS Job-Union GmbH,60
Masterplan.com,watchandbuild.com GmbH,86
The Distriqt,The Future Living INT GmbH,86
CrunchTime GmbH,Htwo Power 'n' Heat GmbH,86
Yilu,Visiolumen Technologie GmbH,68
Testbirds,Virtual Trade Systems GmbH,57
SPENDIT,SpeedVille Digital GmbH,64
B2X,HBOX Therapies GmbH,60
Point Cloud Technology,Building Information Cloud GLWG GmbH,86
campstar,Hypercampus GmbH,61
All3DP GmbH,BCN Food Tech GmbH,86
TeleClinic,Elevator Intelligence GmbH,63
Monikit UG,OHE Mobility GmbH,63
Usertimes Solutions GmbH,Bambustex GmbH,86
YU,SUYUH GmbH,90
AIM3D,Prismamed GmbH,57
BidX,Place2Bid GmbH,74
Influanza,,60
c-LEcta,C.O. Innovations GmbH,86
Shift,Shifting Mountains GmbH,90
Caroobi,ESR EINSTEIN SURGICAL ROBOTICS GmbH,64
Ucandoo,Kurando GmbH,66
Acousia Therapeutics,Paricam Therapeutics GmbH,71
Henisaja,Akhetonics GmbH,56
RAMPmedical,RAMPmedical GmbH,95
Powerplace,Hydroplace GmbH,61
Foodspring,footprint.club GmbH,63
Buying Show,The Flying Cow GmbH,58
Housy,25 HOURS connect GmbH,72
Careship,Carbless GmbH,57
CrystalsFirst,Intelligent Energy Transformation GmbH,49
nFrames,Crayon Games GmbH,64
OMEICOS Therapeutics,Paricam Therapeutics GmbH,71
CheMondis GmbH,Htwo Power 'n' Heat GmbH,86
Zipjet,Flowers For Society GmbH,47
virtualQ,RAUM virtual collaboration GmbH,80
TriUp,retrip GmbH,76
QVSTA,Seqstant GmbH,72
iubel,Liabeli GmbH,72
Civocracy,Coinformation GmbH,50
reBuy,Allwebuy Digital GmbH,72
Suburban Seafood,,60
Fraugster,FOGSTER Technologies GmbH,60
Koop,Rekoo Health GmbH,74
Cuciniale,,60
Snuk,uSinus ECG Diagnostics GmbH,68
WARD,Zwaré GmbH,74
Nocturne,Better by Nature Beverages GmbH,61
Visualix,WD Visuals GmbH,68
Urwahn Engineering,PLANIS E3 Empathy Engineering GmbH,86
MieterEngel GmbH,Htwo Power 'n' Heat GmbH,86
Funsolve,RESOLVED GmbH,56
NUWIEL GmbH,BCN Food Tech GmbH,86
CheckMyBus,Countercheck GmbH,63
CARSYNC,enersync GmbH,64
flyingshapes,Flinks GmbH,52
Infinitec Solutions GmbH,Bambustex GmbH,86
Zeuz,Finanz-Werkzeuge GmbH,68
Covol Engineering Limited,PLANIS E3 Empathy Engineering GmbH,58
Cryptlatteral,Cryptoticker.io GmbH,56
Eduki,edusiia GmbH,72
Jamata Events,eventOS GmbH,61
SmartDyeLivery,Innovative Robot Delivery GmbH,64
innoSEP,Innossist GmbH,64
memetis,Yugen Natural Cosmetics GmbH,64
Shelf.Network,OnePurpose Network GmbH,86
Vitafy,sovity GmbH,68
Acomodeo,Hoodie Hoo Technologies GmbH,56
PreciPoint,Photonics Precision Engineering GmbH,63
Lenzio,SimpleNow,66
BRC Solar,SOLAR MATERIALS GmbH,86
Morotai,WeSort.AI GmbH,64
HorseAnalytics,PixoAnalytics GmbH,66
AskBy.ai,WeSort.AI GmbH,86
Tom & Jenny,,60
Geospin,TeraSpinTec GmbH,64
Learnship,Digital Learning GmbH,61
Vemgoo,Legomo GmbH,60
3G Proxy,Driverslog Pro GmbH,56
Service Partner ONE,Allgemeine Schutzbrief Service GmbH,86
Voycer,polycirQ GmbH,60
Virunga Power,Htwo Power 'n' Heat GmbH,86
Loopline Systems,Virtual Trade Systems GmbH,86
Pamono,Quipamo GmbH,68
BetterDoc,Better Ads GmbH,70
Screwerk GmbH,Htwo Power 'n' Heat GmbH,86
Movinga,BookingData IO GmbH,64
Bernstein.io,Cryptoticker.io GmbH,86
Visable,ENVISIBLE GmbH,77
Thermamax Hochtemperaturd√§mmungen GmbH,BCN Food Tech GmbH,86
Webdata Solutions,OneStop Pro Software Solutions GmbH,86
Aurora Health,Health Data Technologies GmbH,86
Alcandia Travel,,60
kaputt.de,TraumImmo.de GmbH,86
123Fahrschule,Safari Erfrischungsgetränke GmbH,49
evivecare,Tevidence GmbH,61
VERTILAS,VESTIGAS GmbH,68
Daheim,wandai GmbH,60
SYFIT,WeShyft GmbH,72
Discandooo,,60
Talea,Altea Vision GmbH,72
eville,Goodville GmbH,75
Wundercurves,Green Eventsystems und Service GmbH,52
MOWIK GmbH,BCN Food Tech GmbH,86
Cliccessory,LCS Lean Compliance Services GmbH,50
Tectores,The Core Label GmbH,68
Melos,LE MELO SPORTNAHRUNG GmbH,72
UniNow,CS Job-Union GmbH,62
Mondosano,,60
99chairs,Smart Chains GmbH,56
HomeFox,homeDX GmbH,66
Tippster Media Production,Pulso Media GmbH,86
Radenbrock,Teal Insurance Broker GmbH,63
Favendo,Vilendo GmbH,64
Filip Lenz,Building Enerlytics GmbH,54
Smart Mobile Labs,Center Smart Industrial Agriculture GmbH,86
Savedo,Visavid GmbH,62
VISIONME GmbH,VISION MED GmbH,93
NotePlan,Hinterland GmbH,68
Ecosio,Photonics Precision Engineering GmbH,75
MyCouchbox,myCor GmbH,50
Le Buzz GmbH,BCN Food Tech GmbH,86
FetView,BEST - Basis effektiver Schmerztherapie GmbH,64
enyway,Beywall GmbH,60
Ovy GmbH,Ivy GmbH,88
Dornier Seawings,Mobile Swimming Solutions GmbH,56
Latana Brand Tracking,,60
Dronefence,ZERO defects GmbH,54
Jodel,codelane GmbH,72
Aaron.ai,WeSort.AI GmbH,86
Secucloud,PypeCloud GmbH,64
SenseUp Biotechnology,IGUANA BioTechnology GmbH,72
VLYBY Digital GmbH,Q.24 GmbH,86
eekual,Neualp GmbH,62
Kiwigrid,ApptiveGrid GmbH,56
21sportsgroup,Frenetic Sports GmbH,50
Carmudi,lifeguardmedia GmbH,64
Talixo,Optalio GmbH,78
